-48.0 -24.0 0xe91416
-44.0 -23.0 0xca1435
138.0 36.0 0xb0144f
28.0 70.0 0x74148b
-78.0 42.0 0xb3144c
-2.0 55.0 0xbe1441
-60.0 13.0 0xc1143e
140.0 36.0 0xce1431
-50.0 -22.0 0x83147c
-22.0 64.0 0xc2143d
-92.0 43.0 0x9e1461
26.0 58.0 0xfe1401
-82.0 34.0 0xdd1422
-74.0 41.0 0xdf1420
-88.0 36.0 0xe0141f
-74.0 42.0 0xc4143b
-6.0 40.0 0xdf1420
24.0 46.0 0xff1400
-4.0 55.0 0xf71408
-84.0 27.0 0xcc1433
-82.0 27.0 0xd3142c
136.0 35.0 0xc2143d
-68.0 18.0 0xff1400
26.0 48.0 0xad1452
130.0 33.0 0x961469
-74.0 44.0 0xcc1433
-76.0 41.0 0xe1141e
-84.0 29.0 0xca1435
-8.0 53.0 0xd0142f
136.0 36.0 0xa4145b
126.0 37.0 0x981467
-2.0 37.0 0xe3141c
-48.0 -16.0 0xae1451
-80.0 33.0 0xaa1455
-40.0 -7.0 0xce1431
-76.0 40.0 0xf61409
-76.0 6.0 0xad1452
144.0 -38.0 0xd2142d
-40.0 -12.0 0x7f1480
-76.0 4.0 0xb91446
-50.0 -27.0 0xc71438
22.0 66.0 0xb61449
-78.0 3.0 0xce1431
-58.0 -35.0 0xaa1455
128.0 35.0 0xc2143d
-8.0 58.0 0x8c1473
-68.0 17.0 0xaa1455
-80.0 43.0 0xd4142b
-76.0 5.0 0x791486
92.0 55.0 0x7a1485
38.0 57.0 0xc1143e
-84.0 10.0 0x5a14a5
-86.0 30.0 0xaf1450
118.0 -5.0 0x94146b
4.0 39.0 0x8e1471
-84.0 36.0 0xb2144d
-72.0 41.0 0xfc1403
-70.0 44.0 0xb91446
-78.0 40.0 0xcb1434
-70.0 48.0 0x93146c
-88.0 35.0 0xa91456
-82.0 40.0 0xce1431
124.0 46.0 0xe2141d
-30.0 38.0 0xc61439
-98.0 48.0 0x5214ad
-86.0 35.0 0xcd1432
46.0 29.0 0xbb1444
-66.0 -28.0 0xa3145c
32.0 49.0 0xc2143d
30.0 46.0 0xf81407
10.0 57.0 0xde1421
32.0 39.0 0xff1400
-6.0 39.0 0x9f1460
8.0 39.0 0xeb1414
14.0 57.0 0x9f1460
10.0 51.0 0xd3142c
-6.0 56.0 0xae1451
8.0 55.0 0xce1431
12.0 49.0 0xab1454
0.0 49.0 0xea1415
16.0 54.0 0xab1454
12.0 38.0 0xf3140c
2.0 45.0 0xa81457
20.0 53.0 0xc5143a
40.0 55.0 0x84147b
16.0 60.0 0x9b1464
8.0 49.0 0xff1400
10.0 56.0 0xc2143d
22.0 54.0 0xcc1433
20.0 38.0 0xdd1422
12.0 65.0 0x5214ad
38.0 54.0 0xe4141b
-6.0 51.0 0xcd1432
56.0 25.0 0xfc1403
44.0 40.0 0xe71418
54.0 53.0 0xc0143f
24.0 35.0 0xe4141b
34.0 47.0 0xdb1424
38.0 58.0 0xea1415
22.0 60.0 0xcb1434
122.0 0.0 0x4814b7
30.0 47.0 0xa81457
38.0 24.0 0xfc1403
36.0 45.0 0xd4142b
-2.0 57.0 0x9a1465
38.0 39.0 0x6c1493
24.0 56.0 0xcb1434
8.0 63.0 0x9a1465
18.0 39.0 0xc1143e
-4.0 48.0 0xeb1414
8.0 60.0 0xa3145c
30.0 52.0 0xab1454
-8.0 37.0 0xff1400
44.0 53.0 0xec1413
-10.0 33.0 0xb4144b
-6.0 53.0 0xe4141b
-10.0 51.0 0xb1144e
56.0 56.0 0xa5145a
-4.0 59.0 0xae1451
42.0 54.0 0xb61449
22.0 43.0 0xc0143f
-8.0 57.0 0xac1453
20.0 65.0 0xa5145a
20.0 67.0 0x9e1461
58.0 51.0 0xbd1442
40.0 39.0 0x9e1461
10.0 58.0 0x90146f
166.0 -23.0 0xd4142b
14.0 48.0 0xc81437
30.0 -26.0 0xc5143a
22.0 39.0 0xa5145a
76.0 -70.0 0x8a1475
36.0 41.0 0x84147b
90.0 53.0 0xab1454
8.0 62.0 0x5e14a1
106.0 47.0 0x90146f
34.0 49.0 0xc3143c
28.0 43.0 0xff1400
20.0 50.0 0xcc1433
26.0 38.0 0xe71418
40.0 50.0 0xb2144d
14.0 59.0 0xad1452
28.0 41.0 0xe61419
118.0 32.0 0xc1143e
-78.0 36.0 0xb2144d
10.0 48.0 0xe0141f
44.0 52.0 0xab1454
20.0 63.0 0xc1143e
-80.0 36.0 0xc1143e
56.0 62.0 0x661499
34.0 45.0 0xf4140b
50.0 55.0 0xaf1450
138.0 37.0 0xc3143c
16.0 68.0 0x85147a
36.0 53.0 0xdc1423
16.0 62.0 0xd91426
120.0 30.0 0x95146a
-10.0 53.0 0x92146d
-28.0 38.0 0xc4143b
14.0 68.0 0x7c1483
-6.0 -16.0 0xae1451
38.0 44.0 0xe71418
108.0 39.0 0xaa1455
-78.0 37.0 0xb3144c
26.0 45.0 0xd61429
-4.0 39.0 0x8f1470
16.0 53.0 0xde1421
40.0 53.0 0xcd1432
18.0 52.0 0xdd1422
88.0 56.0 0xa2145d
28.0 46.0 0xbe1441
118.0 4.0 0x4614b9
110.0 -8.0 0xaa1455
-8.0 42.0 0xad1452
150.0 -34.0 0xf0140f
82.0 54.0 0xca1435
22.0 62.0 0xf71408
-90.0 42.0 0xc0143f
-84.0 39.0 0xcb1434
20.0 46.0 0xde1421
-4.0 49.0 0xf4140b
0.0 46.0 0xd91426
-80.0 38.0 0xdd1422
-92.0 42.0 0x791486
30.0 53.0 0x8e1471
30.0 58.0 0xcf1430
-76.0 39.0 0xd81427
-96.0 39.0 0x8c1473
-82.0 19.0 0x83147c
4.0 48.0 0xc61439
34.0 50.0 0xbf1440
-84.0 33.0 0xcc1433
26.0 52.0 0x9b1464
8.0 57.0 0xd0142f
-98.0 35.0 0x80147f
-82.0 28.0 0xe61419
-6.0 42.0 0xdd1422
12.0 52.0 0xe2141d
38.0 43.0 0xba1445
40.0 49.0 0xa61459
34.0 31.0 0xfd1402
14.0 58.0 0xc4143b
8.0 41.0 0xa4145b
-4.0 38.0 0xbf1440
-72.0 42.0 0xf61409
48.0 51.0 0xa2145d
18.0 44.0 0xef1410
-76.0 43.0 0xc1143e
28.0 59.0 0xf2140d
36.0 44.0 0xf4140b
-80.0 40.0 0xd61429
14.0 47.0 0xd1142e
32.0 52.0 0xa61459
10.0 50.0 0xf2140d
72.0 49.0 0xdc1423
12.0 47.0 0xbd1442
-84.0 44.0 0x9d1462
16.0 40.0 0xd3142c
14.0 60.0 0x9f1460
-4.0 37.0 0xc2143d
54.0 51.0 0xe81417
20.0 37.0 0xa2145d
112.0 58.0 0x5814a7
86.0 54.0 0xab1454
106.0 -7.0 0xc91436
114.0 -9.0 0xa71458
104.0 52.0 0xba1445
-6.0 48.0 0xb4144b
86.0 55.0 0xc2143d
22.0 52.0 0xb91446
108.0 40.0 0xc61439
2.0 47.0 0xac1453
14.0 42.0 0xcf1430
14.0 38.0 0xd81427
24.0 61.0 0xd3142c
24.0 62.0 0xbe1441
30.0 49.0 0xbf1440
102.0 30.0 0xa71458
116.0 -32.0 0x5914a6
42.0 53.0 0xcb1434
54.0 52.0 0x82147d
8.0 42.0 0x80147f
104.0 30.0 0xd61429
-2.0 47.0 0xdf1420
26.0 -29.0 0xa3145c
76.0 28.0 0xb81447
18.0 48.0 0xe2141d
10.0 63.0 0xd71428
102.0 -1.0 0x8f1470
22.0 -28.0 0xaf1450
-2.0 49.0 0xb61449
16.0 49.0 0xc1143e
-4.0 47.0 0xa81457
28.0 47.0 0xcd1432
76.0 10.0 0xa61459
20.0 40.0 0xe3141c
152.0 -33.0 0xc1143e
10.0 49.0 0xec1413
10.0 61.0 0xa4145b
28.0 -26.0 0xa2145d
54.0 58.0 0xb91446
-18.0 27.0 0xba1445
20.0 51.0 0xbf1440
108.0 27.0 0x93146c
-54.0 47.0 0xb91446
-38.0 -11.0 0xad1452
30.0 36.0 0xba1445
-72.0 43.0 0xcd1432
28.0 52.0 0xeb1414
124.0 43.0 0xa3145c
12.0 46.0 0xd3142c
104.0 31.0 0xc0143f
30.0 41.0 0x92146d
-74.0 45.0 0xea1415
-82.0 33.0 0xa71458
114.0 -32.0 0xa4145b
118.0 -6.0 0x83147c
-82.0 41.0 0xdd1422
40.0 51.0 0xc1143e
12.0 67.0 0x4c14b3
-32.0 39.0 0x64149b
-82.0 37.0 0xb71448
18.0 69.0 0xd2142d
14.0 36.0 0xcb1434
10.0 60.0 0xb61449
126.0 50.0 0x891476
-86.0 39.0 0xc5143a
-60.0 -35.0 0xbc1443
-80.0 37.0 0xb61449
-46.0 -22.0 0xaf1450
-82.0 26.0 0xd61429
-80.0 39.0 0x9e1461
-94.0 37.0 0x9d1462
-58.0 -36.0 0x6e1491
-80.0 21.0 0xc5143a
108.0 -1.0 0x8f1470
-90.0 35.0 0x72148d
-84.0 42.0 0xc5143a
24.0 69.0 0x71148e
-76.0 20.0 0xe2141d
-50.0 -26.0 0xe71418
38.0 52.0 0xe3141c
-66.0 45.0 0xb1144e
6.0 58.0 0xa61459
-86.0 38.0 0xbb1444
-100.0 29.0 0xba1445
-70.0 18.0 0xda1425
-84.0 23.0 0xc91436
-78.0 41.0 0xa2145d
-80.0 34.0 0xac1453
-76.0 44.0 0x8f1470
-90.0 47.0 0x9d1462
-66.0 46.0 0xb3144c
-42.0 -4.0 0x6f1490
-86.0 33.0 0xd1142e
-92.0 35.0 0x91146e
-84.0 28.0 0xd0142f
-84.0 34.0 0xcf1430
-78.0 39.0 0xdd1422
116.0 36.0 0xcb1434
100.0 5.0 0x5d14a2
-88.0 40.0 0x83147c
-78.0 21.0 0x971468
-88.0 39.0 0xb0144f
-88.0 30.0 0xa0145f
-78.0 43.0 0xc71438
-72.0 19.0 0xbf1440
-98.0 32.0 0xaf1450
-18.0 32.0 0xbf1440
-80.0 35.0 0xb0144f
140.0 35.0 0x9e1461
-98.0 36.0 0xaa1455
-86.0 40.0 0xbf1440
114.0 33.0 0x93146c
-86.0 42.0 0xb0144f
-96.0 30.0 0xa91456
102.0 1.0 0x971468
-88.0 32.0 0xb0144f
-94.0 38.0 0x891476
-74.0 43.0 0xa5145a
-92.0 38.0 0xa1145e
-86.0 34.0 0xb91446
-78.0 34.0 0xad1452
-98.0 33.0 0xb91446
-70.0 49.0 0xc3143c
-82.0 36.0 0xc2143d
-112.0 35.0 0x4d14b2
-68.0 45.0 0xc3143c
-84.0 46.0 0x4114be
-84.0 41.0 0xb0144f
-94.0 45.0 0x961469
-74.0 40.0 0xe61419
-76.0 45.0 0x9d1462
-82.0 39.0 0x9a1465
-86.0 36.0 0x83147c
-66.0 18.0 0xc2143d
-96.0 35.0 0xc61439
-112.0 32.0 0x9c1463
-100.0 33.0 0x4114be
-82.0 30.0 0xe2141d
-88.0 34.0 0xb71448
-72.0 -42.0 0xc5143a
-86.0 10.0 0xab1454
-80.0 42.0 0xc61439
-104.0 22.0 0x4514ba
-64.0 -18.0 0x9b1464
-96.0 31.0 0x861479
-80.0 -3.0 0xd0142f
-70.0 45.0 0x61149e
-88.0 41.0 0xb2144d
-72.0 46.0 0xb0144f
76.0 12.0 0x961469
-98.0 42.0 0xc2143d
-80.0 9.0 0xc4143b
38.0 48.0 0xdd1422
-68.0 47.0 0x83147c
-84.0 37.0 0x9c1463
26.0 40.0 0xdb1424
-80.0 44.0 0xa2145d
-58.0 48.0 0x81147e
-82.0 25.0 0xbf1440
-84.0 40.0 0xb61449
-94.0 44.0 0x961469
-86.0 41.0 0xd0142f
-44.0 -22.0 0x7e1481
-98.0 40.0 0xc81437
-104.0 20.0 0x5014af
-88.0 43.0 0xbc1443
-60.0 48.0 0x5914a6
-90.0 36.0 0x65149a
84.0 55.0 0xb0144f
-100.0 39.0 0x7e1481
56.0 51.0 0xa61459
-112.0 31.0 0xe4141b
-68.0 50.0 0x791486
-80.0 -1.0 0xa4145b
-84.0 26.0 0xb91446
-96.0 29.0 0xb1144e
32.0 -13.0 0xc4143b
64.0 56.0 0xcf1430
-96.0 37.0 0x3e14c1
74.0 42.0 0xb61449
-106.0 39.0 0x891476
-78.0 44.0 0xad1452
12.0 48.0 0xd0142f
-84.0 35.0 0xbf1440
86.0 56.0 0xbf1440
82.0 55.0 0xba1445
-106.0 40.0 0x81147e
-98.0 28.0 0x6e1491
66.0 39.0 0x71148e
-122.0 48.0 0x6b1494
-84.0 32.0 0x9c1463
-118.0 33.0 0x90146f
-80.0 32.0 0x72148d
58.0 58.0 0x8d1472
-90.0 44.0 0x9f1460
-120.0 33.0 0x4e14b1
70.0 52.0 0x9c1463
-86.0 37.0 0x991466
-114.0 50.0 0x5114ae
-96.0 36.0 0x83147c
-98.0 43.0 0x771488
88.0 53.0 0xa61459
-82.0 43.0 0x971468
38.0 46.0 0xe0141f
-82.0 46.0 0x4a14b5
36.0 52.0 0xef1410
-124.0 48.0 0x91146e
-88.0 42.0 0xa5145a
170.0 -45.0 0x94146b
44.0 54.0 0xb2144d
28.0 49.0 0x75148a
-124.0 47.0 0x9d1462
-88.0 33.0 0xb71448
-124.0 37.0 0x85147a
-118.0 43.0 0x60149f
-70.0 12.0 0xa5145a
-94.0 39.0 0x791486
-90.0 41.0 0xa61459
-122.0 37.0 0x81147e
32.0 50.0 0xb71448
174.0 -42.0 0x90146f
-6.0 38.0 0xe91416
-84.0 22.0 0xd1142e
-98.0 25.0 0x671498
26.0 46.0 0xcb1434
-64.0 -33.0 0x85147a
-122.0 36.0 0x4c14b3
172.0 -42.0 0xb5144a
-98.0 31.0 0xa61459
28.0 -27.0 0xd2142d
174.0 -37.0 0xb81447
-6.0 52.0 0xca1435
68.0 58.0 0xc91436
150.0 -35.0 0xe91416
-124.0 45.0 0x94146b
12.0 43.0 0xeb1414
-90.0 14.0 0x4d14b2
138.0 -35.0 0x981467
168.0 -46.0 0x861479
34.0 44.0 0xce1431
62.0 56.0 0xa0145f
26.0 56.0 0xa71458
20.0 61.0 0xd2142d
60.0 55.0 0xd81427
-66.0 43.0 0x65149a
32.0 61.0 0xba1445
24.0 44.0 0xbc1443
52.0 55.0 0xc2143d
-8.0 36.0 0xc2143d
24.0 49.0 0xa61459
-82.0 42.0 0x80147f
16.0 43.0 0xbb1444
10.0 47.0 0xc91436
-10.0 37.0 0xc3143c
14.0 35.0 0xb81447
-68.0 44.0 0xcf1430
12.0 63.0 0x9d1462
4.0 58.0 0xe4141b
48.0 55.0 0xd0142f
20.0 60.0 0x7e1481
46.0 54.0 0x9c1463
32.0 45.0 0xc1143e
-94.0 33.0 0x7c1483
48.0 41.0 0xa0145f
28.0 48.0 0xbc1443
14.0 51.0 0xa91456
130.0 43.0 0x9e1461
-52.0 64.0 0x5614a9
86.0 43.0 0xb91446
118.0 31.0 0xb81447
14.0 54.0 0x93146c
-80.0 41.0 0xae1451
118.0 -1.0 0x72148d
116.0 40.0 0xcb1434
100.0 56.0 0xe4141b
72.0 40.0 0x8a1475
46.0 56.0 0xca1435
118.0 -3.0 0x781487
106.0 31.0 0x5514aa
120.0 -2.0 0x8d1472
68.0 54.0 0x71148e
102.0 28.0 0x83147c
106.0 26.0 0x92146d
-2.0 40.0 0xc61439
112.0 29.0 0x861479
126.0 35.0 0x83147c
28.0 60.0 0xcd1432
80.0 50.0 0xa61459
128.0 50.0 0x771488
16.0 52.0 0xc1143e
24.0 41.0 0xb81447
12.0 40.0 0x73148c
18.0 53.0 0xbe1441
126.0 36.0 0x691496
32.0 44.0 0xcf1430
22.0 53.0 0xbb1444
32.0 69.0 0x971468
44.0 56.0 0xb91446
52.0 56.0 0xa4145b
120.0 31.0 0xd1142e
110.0 36.0 0x93146c
32.0 57.0 0x971468
-92.0 36.0 0x9d1462
16.0 41.0 0xca1435
42.0 47.0 0xca1435
82.0 53.0 0xb1144e
18.0 40.0 0x73148c
-84.0 43.0 0x9a1465
-6.0 57.0 0xe2141d
8.0 0.0 0x7a1485
104.0 -5.0 0xa71458
174.0 -38.0 0xcf1430
54.0 56.0 0xa4145b
16.0 57.0 0xb71448
-8.0 55.0 0xe1141e
-76.0 37.0 0x82147d
-4.0 35.0 0x9c1463
-92.0 39.0 0x8f1470
-108.0 35.0 0x82147d
30.0 57.0 0xbe1441
-54.0 -29.0 0xb1144e
-124.0 44.0 0x84147b
-92.0 41.0 0x71148e
26.0 39.0 0xe3141c
-8.0 38.0 0xcb1434
24.0 50.0 0x73148c
-96.0 42.0 0x4014bf
30.0 56.0 0x83147c
14.0 67.0 0x7f1480
42.0 52.0 0xca1435
6.0 54.0 0x4114be
38.0 64.0 0xb1144e
4.0 44.0 0x971468
60.0 59.0 0xb71448
84.0 52.0 0xa91456
106.0 29.0 0xac1453
128.0 49.0 0x4514ba
112.0 23.0 0xce1431
20.0 55.0 0xe2141d
114.0 28.0 0xb71448
96.0 4.0 0x72148d
-124.0 38.0 0x761489
32.0 46.0 0xac1453
120.0 24.0 0x73148c
54.0 54.0 0xb2144d
64.0 55.0 0xbf1440
0.0 53.0 0x92146d
102.0 25.0 0xe81417
32.0 55.0 0xbf1440
72.0 3.0 0x5a14a5
10.0 33.0 0x7e1481
18.0 46.0 0xd71428
-64.0 44.0 0xac1453
22.0 56.0 0x90146f
128.0 42.0 0x4814b7
24.0 43.0 0xd3142c
140.0 43.0 0xb5144a
32.0 34.0 0x9d1462
116.0 38.0 0x7d1482
72.0 23.0 0x3e14c1
-42.0 -22.0 0x9a1465
-72.0 44.0 0xaf1450
18.0 51.0 0xb91446
4.0 60.0 0xca1435
-44.0 -20.0 0x7f1480
136.0 50.0 0x8b1474
-62.0 -36.0 0xbf1440
68.0 38.0 0x671498
-96.0 38.0 0x84147b
-90.0 37.0 0x85147a
118.0 37.0 0x73148c
-14.0 29.0 0xa3145c
-90.0 34.0 0x85147a
132.0 42.0 0x64149b
-74.0 8.0 0x8a1475
-62.0 -32.0 0xb71448
-62.0 -33.0 0x6a1495
-84.0 8.0 0x73148c
38.0 41.0 0xb61449
-98.0 39.0 0x81147e
134.0 35.0 0x9a1465
-102.0 48.0 0xaa1455
30.0 37.0 0xf2140d
116.0 31.0 0x8f1470
130.0 46.0 0x6e1491
-66.0 -32.0 0x6d1492
140.0 37.0 0x971468
-88.0 38.0 0x85147a
-82.0 32.0 0xa4145b
-90.0 39.0 0x7e1481
-62.0 -11.0 0xdd1422
-92.0 37.0 0x5e14a1
-122.0 38.0 0x7c1483
72.0 4.0 0x80147f
104.0 29.0 0x91146e
